1.2029904499999999e+00,4.8531669400000004e+00,4.8534750556622441e+00
1.0130740500000000e-01,1.2128779999999999e+00,1.2182100582815820e+00
-9.6220566500000004e-01,1.4284117400000000e-03,1.0361785970414416e-02
-4.1284282899999997e-02,9.1913582599999999e-01,9.2657503220265869e-01
-1.0216536199999999e+00,4.6887924100000002e-04,-1.3310827025699622e-02
-1.6718298000000000e+00,4.5135527700000000e-01,4.5136318620643578e-01
-8.8113944899999996e-01,1.4127830500000001e-02,2.3483228858856460e-02
-1.3679837500000001e+00,1.3541204200000001e-01,1.3520146127453359e-01
7.0763754099999998e-01,2.9160259700000002e+00,2.9144458508083702e+00
-1.2378668500000001e+00,5.6580638799999999e-02,4.7710122977997038e-02
-1.6808774200000001e+00,4.6359406199999997e-01,4.6358755327673862e-01
-7.0925714099999995e-02,8.6317902899999999e-01,8.7019653657924090e-01
9.5553056999999997e-02,1.2002364999999999e+00,1.2057668802663257e+00
1.1349321999999999e+00,4.5579355000000001e+00,4.5556375427216285e+00
8.2825731199999997e-01,3.3425248000000001e+00,3.3491935787567630e+00
-9.2429612400000005e-01,5.7310768100000001e-03,1.8313480387174109e-02
1.2325232699999999e+00,4.9841601700000000e+00,4.9858634678807867e+00
1.3398010000000000e+00,5.4746687300000003e+00,5.4747404430673470e+00
-2.0860889599999999e-01,6.2629988000000003e-01,6.2702449392741921e-01
1.2732845500000001e+00,5.1678226399999998e+00,5.1668666535457435e+00
6.5973129699999994e-02,1.1362987099999999e+00,1.1427183217595618e+00
4.8791706400000001e-01,2.2138971900000000e+00,2.2037379808395259e+00
8.1376483799999999e-01,3.2897428899999999e+00,3.2956001541119986e+00
-1.2451929200000000e+00,6.0119569499999997e-02,6.9330120026033004e-02
5.5530709700000003e-01,2.4189801700000002e+00,2.4095257361772608e+00
-1.9849003200000001e-01,6.4241822900000001e-01,6.4384151334369077e-01
5.5810206900000003e-01,2.4276820600000000e+00,2.4182968072929376e+00
-7.7726447899999995e-01,4.9611112499999999e-02,3.8284435328466163e-02
-5.1398849899999999e-01,2.3620717899999999e-01,2.0874553248679728e-01
-6.6370647300000002e-02,8.7166376800000001e-01,8.7876735786051341e-01
