1.2029904499999999e+00,4.8531669400000004e+00,4.8897600514559691e+00
1.0130740500000000e-01,1.2128779999999999e+00,1.4879920007976211e+00
-9.6220566500000004e-01,1.4284117400000000e-03,-2.7759521821050026e-01
-4.1284282899999997e-02,9.1913582599999999e-01,1.3663085879533763e+00
-1.0216536199999999e+00,4.6887924100000002e-04,-5.8776181010191453e-01
-1.6718298000000000e+00,4.5135527700000000e-01,4.5225546406800277e-01
-8.8113944899999996e-01,1.4127830500000001e-02,1.1058094604648376e-01
-1.3679837500000001e+00,1.3541204200000001e-01,1.1944239558701497e-01
7.0763754099999998e-01,2.9160259700000002e+00,2.4047828883314648e+00
-1.2378668500000001e+00,5.6580638799999999e-02,4.9336524196879061e-02
-1.6808774200000001e+00,4.6359406199999997e-01,4.6284933047718368e-01
-7.0925714099999995e-02,8.6317902899999999e-01,1.3422060817679335e+00
9.5553056999999997e-02,1.2002364999999999e+00,1.4828258685408691e+00
1.1349321999999999e+00,4.5579355000000001e+00,4.5821497695643778e+00
8.2825731199999997e-01,3.3425248000000001e+00,2.8131379145010391e+00
-9.2429612400000005e-01,5.7310768100000001e-03,-8.5989326055844598e-02
1.2325232699999999e+00,4.9841601700000000e+00,4.9917569824915873e+00
1.3398010000000000e+00,5.4746687300000003e+00,5.4783250329074278e+00
-2.0860889599999999e-01,6.2629988000000003e-01,1.2317307536022841e+00
1.2732845500000001e+00,5.1678226399999998e+00,5.1409310282111651e+00
6.5973129699999994e-02,1.1362987099999999e+00,1.4566716810071569e+00
4.8791706400000001e-01,2.2138971900000000e+00,1.9414437814359289e+00
8.1376483799999999e-01,3.2897428899999999e+00,2.7554021209482120e+00
-1.2451929200000000e+00,6.0119569499999997e-02,1.6191127219199863e-01
5.5530709700000003e-01,2.4189801700000002e+00,2.0577989686291041e+00
-1.9849003200000001e-01,6.4241822900000001e-01,1.2398853758403006e+00
5.5810206900000003e-01,2.4276820600000000e+00,2.0630202102797406e+00
-7.7726447899999995e-01,4.9611112499999999e-02,4.7415297351888974e-01
-5.1398849899999999e-01,2.3620717899999999e-01,9.4800401235164267e-01
-6.6370647300000002e-02,8.7166376800000001e-01,1.3458935717825333e+00
